,date,wavelength,cali_method,telescope,cali_start_time,cali_stop_time,start_time_period,end_time_period,lidar_path,molecular_path,LC,LC_std,r0,r1
10,2017-09-01,355,Klett_Method,far_range,2017-09-01 20:13:30,2017-09-01 21:13:00,2017-09-01 20:30:00,2017-09-01 20:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_01_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_01_Haifa_attbsc_355_molecular.nc,9790935998107.96,6052714418.384673,6414.54833984375,7908.84033203125
11,2017-09-01,355,Klett_Method,far_range,2017-09-01 21:13:30,2017-09-01 22:00:00,2017-09-01 21:30:00,2017-09-01 21:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_01_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_01_Haifa_attbsc_355_molecular.nc,9551294644493.51,11254872000.344406,6436.962890625,7931.2548828125
12,2017-09-01,355,Klett_Method,far_range,2017-09-01 22:10:00,2017-09-01 23:09:30,2017-09-01 22:30:00,2017-09-01 22:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_01_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_01_Haifa_attbsc_355_molecular.nc,9637033585891.637,11537362094.605316,6466.8486328125,7961.140625
13,2017-09-01,355,Klett_Method,far_range,2017-09-01 23:10:00,2017-09-01 23:59:30,2017-09-01 23:30:00,2017-09-01 23:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_01_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_01_Haifa_attbsc_355_molecular.nc,9129959331289.2,14272342092.312181,8043.32666015625,9537.619140625
14,2017-09-02,355,Klett_Method,far_range,2017-09-02 00:00:00,2017-09-02 00:59:30,2017-09-02 00:00:00,2017-09-02 00:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8868411294472.896,10413485100.124489,5219.11474609375,6713.40673828125
15,2017-09-02,355,Klett_Method,far_range,2017-09-02 00:00:00,2017-09-02 00:59:30,2017-09-02 00:30:00,2017-09-02 00:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8868411294472.896,10413485100.124489,5219.11474609375,6713.40673828125
16,2017-09-02,355,Klett_Method,far_range,2017-09-02 01:00:00,2017-09-02 02:16:30,2017-09-02 01:00:00,2017-09-02 01:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,9817791703742.406,10145952053.61669,3762.179931640625,5256.47216796875
17,2017-09-02,355,Klett_Method,far_range,2017-09-02 01:00:00,2017-09-02 02:16:30,2017-09-02 01:30:00,2017-09-02 01:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,9817791703742.406,10145952053.61669,3762.179931640625,5256.47216796875
18,2017-09-02,355,Klett_Method,far_range,2017-09-02 02:26:30,2017-09-02 03:26:00,2017-09-02 02:30:00,2017-09-02 02:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8853316288828.797,6416558947.595445,5204.171875,6698.4638671875
19,2017-09-02,355,Klett_Method,far_range,2017-09-02 03:26:30,2017-09-02 04:26:00,2017-09-02 03:30:00,2017-09-02 03:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8343777900700.836,7376581029.546034,3620.22216796875,5114.51416015625
20,2017-09-02,355,Klett_Method,far_range,2017-09-02 04:26:30,2017-09-02 05:18:30,2017-09-02 04:30:00,2017-09-02 04:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,9193146883751.066,9230283468.872122,5151.87158203125,6302.4765625
21,2017-09-02,355,Klett_Method,far_range,2017-09-02 08:08:30,2017-09-02 09:08:00,2017-09-02 08:30:00,2017-09-02 08:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,9460991335990.014,11036957139.666409,3478.264404296875,4972.556640625
22,2017-09-02,355,Klett_Method,far_range,2017-09-02 09:08:30,2017-09-02 10:08:00,2017-09-02 09:30:00,2017-09-02 09:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8855085324762.387,6998040368.398081,4882.89892578125,6265.119140625
23,2017-09-02,355,Klett_Method,far_range,2017-09-02 10:08:30,2017-09-02 11:30:00,2017-09-02 10:30:00,2017-09-02 10:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8316831048736.097,7331392182.679471,4867.9560546875,6362.248046875
24,2017-09-02,355,Klett_Method,far_range,2017-09-02 10:08:30,2017-09-02 11:30:00,2017-09-02 11:00:00,2017-09-02 11:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8316831048736.097,7331392182.679471,4867.9560546875,6362.248046875
25,2017-09-02,355,Klett_Method,far_range,2017-09-02 12:47:30,2017-09-02 14:24:30,2017-09-02 13:00:00,2017-09-02 13:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8159825956617.57,5398763644.402693,4023.68115234375,5517.97314453125
26,2017-09-02,355,Klett_Method,far_range,2017-09-02 12:47:30,2017-09-02 14:24:30,2017-09-02 13:30:00,2017-09-02 13:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8159825956617.57,5398763644.402693,4023.68115234375,5517.97314453125
27,2017-09-02,355,Klett_Method,far_range,2017-09-02 15:50:30,2017-09-02 16:38:00,2017-09-02 16:00:00,2017-09-02 16:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,6075479165398.751,5798956895.395366,8528.9716796875,9716.93359375
28,2017-09-02,355,Klett_Method,far_range,2017-09-02 16:39:00,2017-09-02 17:32:30,2017-09-02 17:00:00,2017-09-02 17:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,5819395104490.34,7026273828.270085,7213.99462890625,8200.2275390625
29,2017-09-02,355,Klett_Method,far_range,2017-09-02 18:00:00,2017-09-02 19:20:30,2017-09-02 18:00:00,2017-09-02 18:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,6543912111082.478,4455430301.179493,8334.7138671875,9829.005859375
30,2017-09-02,355,Klett_Method,far_range,2017-09-02 18:00:00,2017-09-02 19:20:30,2017-09-02 18:30:00,2017-09-02 18:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,6543912111082.478,4455430301.179493,8334.7138671875,9829.005859375
31,2017-09-02,355,Klett_Method,far_range,2017-09-02 19:21:30,2017-09-02 20:53:30,2017-09-02 19:30:00,2017-09-02 19:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,5254105952724.086,5511700898.170357,5331.1865234375,6825.478515625
32,2017-09-02,355,Klett_Method,far_range,2017-09-02 19:21:30,2017-09-02 20:53:30,2017-09-02 20:00:00,2017-09-02 20:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,5254105952724.086,5511700898.170357,5331.1865234375,6825.478515625
33,2017-09-03,355,Klett_Method,far_range,2017-09-03 00:29:30,2017-09-03 01:29:00,2017-09-03 00:30:00,2017-09-03 00:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6191302538817.66,10400583684.335262,7968.6123046875,9462.904296875
34,2017-09-03,355,Klett_Method,far_range,2017-09-03 01:29:30,2017-09-03 02:29:00,2017-09-03 01:30:00,2017-09-03 01:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,5512332017711.818,6952087516.129991,6048.44677734375,7542.73876953125
35,2017-09-03,355,Klett_Method,far_range,2017-09-03 02:29:30,2017-09-03 03:29:00,2017-09-03 02:30:00,2017-09-03 02:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6955168500040.355,6087977482.694224,5682.34521484375,7176.63720703125
36,2017-09-03,355,Klett_Method,far_range,2017-09-03 03:29:30,2017-09-03 04:29:00,2017-09-03 03:30:00,2017-09-03 03:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,7469177826828.888,4775008813.767521,6474.3203125,7415.72412109375
37,2017-09-03,355,Klett_Method,far_range,2017-09-03 04:29:30,2017-09-03 05:59:30,2017-09-03 04:30:00,2017-09-03 04:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6945190054309.213,5513178482.328857,5899.017578125,6877.77880859375
38,2017-09-03,355,Klett_Method,far_range,2017-09-03 04:29:30,2017-09-03 05:59:30,2017-09-03 05:00:00,2017-09-03 05:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6945190054309.213,5513178482.328857,5899.017578125,6877.77880859375
39,2017-09-03,355,Klett_Method,far_range,2017-09-03 04:29:30,2017-09-03 05:59:30,2017-09-03 05:30:00,2017-09-03 05:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6945190054309.213,5513178482.328857,5899.017578125,6877.77880859375
40,2017-09-03,355,Klett_Method,far_range,2017-09-03 15:10:00,2017-09-03 16:09:30,2017-09-03 15:30:00,2017-09-03 15:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6376816950635.598,4119526074.942527,6295.0048828125,7580.09619140625
41,2017-09-03,355,Klett_Method,far_range,2017-09-03 16:10:00,2017-09-03 17:09:30,2017-09-03 16:30:00,2017-09-03 16:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,4927506873569.506,4965741498.940855,6070.861328125,7565.1533203125
42,2017-09-03,355,Klett_Method,far_range,2017-09-03 17:10:00,2017-09-03 17:59:30,2017-09-03 17:30:00,2017-09-03 17:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6539187794753.8955,4865898871.554355,6093.275390625,7587.56787109375
43,2017-09-03,355,Klett_Method,far_range,2017-09-03 18:00:00,2017-09-03 18:59:30,2017-09-03 18:00:00,2017-09-03 18:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6644100600224.535,4717834536.341289,5958.78955078125,7273.7666015625
44,2017-09-03,355,Klett_Method,far_range,2017-09-03 18:00:00,2017-09-03 18:59:30,2017-09-03 18:30:00,2017-09-03 18:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6644100600224.535,4717834536.341289,5958.78955078125,7273.7666015625
45,2017-09-03,355,Klett_Method,far_range,2017-09-03 20:00:00,2017-09-03 20:59:30,2017-09-03 20:00:00,2017-09-03 20:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6079962186260.886,5174122105.687528,6295.0048828125,7781.82568359375
46,2017-09-03,355,Klett_Method,far_range,2017-09-03 20:00:00,2017-09-03 20:59:30,2017-09-03 20:30:00,2017-09-03 20:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6079962186260.886,5174122105.687528,6295.0048828125,7781.82568359375
47,2017-09-04,355,Klett_Method,far_range,2017-09-04 00:00:00,2017-09-04 00:59:30,2017-09-04 00:00:00,2017-09-04 00:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8035873284206.634,12159528696.918571,6242.70458984375,7736.9970703125
48,2017-09-04,355,Klett_Method,far_range,2017-09-04 00:00:00,2017-09-04 00:59:30,2017-09-04 00:30:00,2017-09-04 00:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8035873284206.634,12159528696.918571,6242.70458984375,7736.9970703125
49,2017-09-04,355,Klett_Method,far_range,2017-09-04 01:00:00,2017-09-04 01:59:30,2017-09-04 01:00:00,2017-09-04 01:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8000896775740.212,7746379914.77969,6100.7470703125,7595.0390625
50,2017-09-04,355,Klett_Method,far_range,2017-09-04 01:00:00,2017-09-04 01:59:30,2017-09-04 01:30:00,2017-09-04 01:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8000896775740.212,7746379914.77969,6100.7470703125,7595.0390625
51,2017-09-04,355,Klett_Method,far_range,2017-09-04 02:00:00,2017-09-04 02:59:30,2017-09-04 02:00:00,2017-09-04 02:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7644403677450.956,4961767102.318467,6055.91845703125,7550.21044921875
52,2017-09-04,355,Klett_Method,far_range,2017-09-04 02:00:00,2017-09-04 02:59:30,2017-09-04 02:30:00,2017-09-04 02:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7644403677450.956,4961767102.318467,6055.91845703125,7550.21044921875
53,2017-09-04,355,Klett_Method,far_range,2017-09-04 03:00:00,2017-09-04 03:59:30,2017-09-04 03:00:00,2017-09-04 03:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7946346538874.168,4875795784.949706,6362.248046875,7453.08154296875
54,2017-09-04,355,Klett_Method,far_range,2017-09-04 03:00:00,2017-09-04 03:59:30,2017-09-04 03:30:00,2017-09-04 03:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7946346538874.168,4875795784.949706,6362.248046875,7453.08154296875
55,2017-09-04,355,Klett_Method,far_range,2017-09-04 15:10:00,2017-09-04 16:14:00,2017-09-04 15:30:00,2017-09-04 15:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8167751102815.779,8520480722.529638,6347.30517578125,7841.59716796875
56,2017-09-04,355,Klett_Method,far_range,2017-09-04 16:17:00,2017-09-04 17:06:00,2017-09-04 16:30:00,2017-09-04 16:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,6985575447166.712,7079953984.253605,5936.375,7311.12353515625
57,2017-09-04,355,Klett_Method,far_range,2017-09-04 18:26:00,2017-09-04 19:11:00,2017-09-04 18:30:00,2017-09-04 18:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8579889711948.148,10843346583.401695,7617.45361328125,8685.8720703125
58,2017-09-04,355,Klett_Method,far_range,2017-09-04 19:37:00,2017-09-04 20:49:00,2017-09-04 20:00:00,2017-09-04 20:29:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,9497801504514.814,10756882904.984018,6541.5634765625,8035.85546875
59,2017-09-04,355,Klett_Method,far_range,2017-09-04 22:10:00,2017-09-04 23:09:30,2017-09-04 22:30:00,2017-09-04 22:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7863428048552.273,11204830772.318497,7550.21044921875,9044.5029296875
60,2017-09-04,355,Klett_Method,far_range,2017-09-04 23:10:00,2017-09-04 23:59:30,2017-09-04 23:30:00,2017-09-04 23:59:30,H:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,H:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7998601357435.413,9107919506.70533,7931.2548828125,9425.546875
