,date,wavelength,cali_method,telescope,cali_start_time,cali_stop_time,start_time_period,end_time_period,lidar_path,molecular_path,LC,LC_std,r0,r1,dr
36,9/3/2017,355,Klett_Method,far_range,9/3/2017 3:29,9/3/2017 4:29,9/3/2017 3:30,9/3/2017 3:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,7469.177827,4.775008814,6.474320313,7.415724121,0.941403809
37,9/3/2017,355,Klett_Method,far_range,9/3/2017 4:29,9/3/2017 5:59,9/3/2017 4:30,9/3/2017 4:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6945.190054,5.513178482,5.899017578,6.877778809,0.97876123
38,9/3/2017,355,Klett_Method,far_range,9/3/2017 4:29,9/3/2017 5:59,9/3/2017 5:00,9/3/2017 5:29,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6945.190054,5.513178482,5.899017578,6.877778809,0.97876123
39,9/3/2017,355,Klett_Method,far_range,9/3/2017 4:29,9/3/2017 5:59,9/3/2017 5:30,9/3/2017 5:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6945.190054,5.513178482,5.899017578,6.877778809,0.97876123
40,9/3/2017,355,Klett_Method,far_range,9/3/2017 15:10,9/3/2017 16:09,9/3/2017 15:30,9/3/2017 15:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6376.816951,4.119526075,6.295004883,7.580096191,1.285091309
41,9/3/2017,355,Klett_Method,far_range,9/3/2017 16:10,9/3/2017 17:09,9/3/2017 16:30,9/3/2017 16:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,4927.506874,4.965741499,6.070861328,7.56515332,1.494291992
42,9/3/2017,355,Klett_Method,far_range,9/3/2017 17:10,9/3/2017 17:59,9/3/2017 17:30,9/3/2017 17:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6539.187795,4.865898872,6.093275391,7.587567871,1.49429248
43,9/3/2017,355,Klett_Method,far_range,9/3/2017 18:00,9/3/2017 18:59,9/3/2017 18:00,9/3/2017 18:29,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6644.1006,4.717834536,5.958789551,7.273766602,1.314977051
44,9/3/2017,355,Klett_Method,far_range,9/3/2017 18:00,9/3/2017 18:59,9/3/2017 18:30,9/3/2017 18:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6644.1006,4.717834536,5.958789551,7.273766602,1.314977051
45,9/3/2017,355,Klett_Method,far_range,9/3/2017 20:00,9/3/2017 20:59,9/3/2017 20:00,9/3/2017 20:29,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6079.962186,5.174122106,6.295004883,7.781825684,1.486820801
46,9/3/2017,355,Klett_Method,far_range,9/3/2017 20:00,9/3/2017 20:59,9/3/2017 20:30,9/3/2017 20:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_03_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_03_Haifa_attbsc_355_molecular.nc,6079.962186,5.174122106,6.295004883,7.781825684,1.486820801
47,9/4/2017,355,Klett_Method,far_range,9/4/2017 0:00,9/4/2017 0:59,9/4/2017 0:00,9/4/2017 0:29,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8035.873284,12.1595287,6.24270459,7.73699707,1.49429248
48,9/4/2017,355,Klett_Method,far_range,9/4/2017 0:00,9/4/2017 0:59,9/4/2017 0:30,9/4/2017 0:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8035.873284,12.1595287,6.24270459,7.73699707,1.49429248
49,9/4/2017,355,Klett_Method,far_range,9/4/2017 1:00,9/4/2017 1:59,9/4/2017 1:00,9/4/2017 1:29,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8000.896776,7.746379915,6.10074707,7.595039063,1.494291992
50,9/4/2017,355,Klett_Method,far_range,9/4/2017 1:00,9/4/2017 1:59,9/4/2017 1:30,9/4/2017 1:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8000.896776,7.746379915,6.10074707,7.595039063,1.494291992
51,9/4/2017,355,Klett_Method,far_range,9/4/2017 2:00,9/4/2017 2:59,9/4/2017 2:00,9/4/2017 2:29,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7644.403677,4.961767102,6.055918457,7.550210449,1.494291992
52,9/4/2017,355,Klett_Method,far_range,9/4/2017 2:00,9/4/2017 2:59,9/4/2017 2:30,9/4/2017 2:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7644.403677,4.961767102,6.055918457,7.550210449,1.494291992
53,9/4/2017,355,Klett_Method,far_range,9/4/2017 3:00,9/4/2017 3:59,9/4/2017 3:00,9/4/2017 3:29,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7946.346539,4.875795785,6.362248047,7.453081543,1.090833496
54,9/4/2017,355,Klett_Method,far_range,9/4/2017 3:00,9/4/2017 3:59,9/4/2017 3:30,9/4/2017 3:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7946.346539,4.875795785,6.362248047,7.453081543,1.090833496
55,9/4/2017,355,Klett_Method,far_range,9/4/2017 15:10,9/4/2017 16:14,9/4/2017 15:30,9/4/2017 15:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8167.751103,8.520480723,6.347305176,7.841597168,1.494291992
56,9/4/2017,355,Klett_Method,far_range,9/4/2017 16:17,9/4/2017 17:06,9/4/2017 16:30,9/4/2017 16:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,6985.575447,7.079953984,5.936375,7.311123535,1.374748535
57,9/4/2017,355,Klett_Method,far_range,9/4/2017 18:26,9/4/2017 19:11,9/4/2017 18:30,9/4/2017 18:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,8579.889712,10.84334658,7.617453613,8.68587207,1.068418457
58,9/4/2017,355,Klett_Method,far_range,9/4/2017 19:37,9/4/2017 20:49,9/4/2017 20:00,9/4/2017 20:29,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,9497.801505,10.7568829,6.541563477,8.035855469,1.494291992
59,9/4/2017,355,Klett_Method,far_range,9/4/2017 22:10,9/4/2017 23:09,9/4/2017 22:30,9/4/2017 22:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7863.428049,11.20483077,7.550210449,9.04450293,1.49429248
60,9/4/2017,355,Klett_Method,far_range,9/4/2017 23:10,9/4/2017 23:59,9/4/2017 23:30,9/4/2017 23:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_04_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_04_Haifa_attbsc_355_molecular.nc,7998.601357,9.107919507,7.931254883,9.425546875,1.494291992
61,9/5/2017,355,Klett_Method,far_range,9/5/2017 0:29,9/5/2017 1:29,9/5/2017 0:30,9/5/2017 0:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_05_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_05_Haifa_attbsc_355_molecular.nc,7928.092531,5.157451242,6.026032715,7.520324707,1.494291992
62,9/5/2017,355,Klett_Method,far_range,9/5/2017 1:29,9/5/2017 2:29,9/5/2017 1:30,9/5/2017 1:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_05_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_05_Haifa_attbsc_355_molecular.nc,8121.510271,3.677663753,7.781825684,9.276118164,1.49429248
63,9/5/2017,355,Klett_Method,far_range,9/5/2017 2:29,9/5/2017 3:20,9/5/2017 2:30,9/5/2017 2:59,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_05_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_05_Haifa_attbsc_355_molecular.nc,7855.941387,6.673417728,8.68587207,9.716933594,1.031061523
