date,wavelength,cali_method,telescope,cali_start_time,cali_stop_time,start_time_period,end_time_period,profile_path,lidar_path,molecular_path,LC,LC_std,r0,r1,dr,bin_r0,bin_r1
2017-09-01,355,Klett_Method,far_range,2017-09-01 23:10:00,2017-09-01 23:59:30,2017-09-01 23:10:00,2017-09-01 23:39:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\01\2017_09_01_Fri_TROPOS_18_00_01_2310_2359_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_01_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_01_Haifa_attbsc_355_molecular.nc,9129.9593312892,14.272342092312183,8.27332666015625,9.767619140625,1.49429248046875,1066,1266
2017-09-02,355,Klett_Method,far_range,2017-09-02 00:00:00,2017-09-02 00:59:30,2017-09-02 00:00:00,2017-09-02 00:29:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_00_00_01_0000_0059_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8868.411294472897,10.41348510012449,5.44911474609375,6.94340673828125,1.4942919921875,688,888
2017-09-02,355,Klett_Method,far_range,2017-09-02 00:00:00,2017-09-02 00:59:30,2017-09-02 00:29:30,2017-09-02 00:59:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_00_00_01_0000_0059_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8868.411294472897,10.41348510012449,5.44911474609375,6.94340673828125,1.4942919921875,688,888
2017-09-02,355,Klett_Method,far_range,2017-09-02 01:00:00,2017-09-02 02:16:30,2017-09-02 01:00:00,2017-09-02 01:29:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_00_00_01_0100_0216_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,9817.791703742407,10.145952053616691,3.9921799316406252,5.48647216796875,1.494292236328125,493,693
2017-09-02,355,Klett_Method,far_range,2017-09-02 01:00:00,2017-09-02 02:16:30,2017-09-02 01:29:30,2017-09-02 01:59:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_00_00_01_0100_0216_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,9817.791703742407,10.145952053616691,3.9921799316406252,5.48647216796875,1.494292236328125,493,693
2017-09-02,355,Klett_Method,far_range,2017-09-02 02:26:30,2017-09-02 03:26:00,2017-09-02 02:26:30,2017-09-02 02:56:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_00_00_01_0226_0326_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8853.316288828797,6.416558947595445,5.4341718750000005,6.9284638671875,1.4942919921875,686,886
2017-09-02,355,Klett_Method,far_range,2017-09-02 02:26:30,2017-09-02 03:26:00,2017-09-02 02:56:00,2017-09-02 03:25:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_00_00_01_0226_0326_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8853.316288828797,6.416558947595445,5.4341718750000005,6.9284638671875,1.4942919921875,686,886
2017-09-02,355,Klett_Method,far_range,2017-09-02 03:26:30,2017-09-02 04:26:00,2017-09-02 03:26:30,2017-09-02 03:56:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_00_00_01_0326_0426_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8343.777900700836,7.376581029546034,3.85022216796875,5.34451416015625,1.4942919921875,474,674
2017-09-02,355,Klett_Method,far_range,2017-09-02 03:26:30,2017-09-02 04:26:00,2017-09-02 03:56:00,2017-09-02 04:25:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_00_00_01_0326_0426_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8343.777900700836,7.376581029546034,3.85022216796875,5.34451416015625,1.4942919921875,474,674
2017-09-02,355,Klett_Method,far_range,2017-09-02 04:26:30,2017-09-02 05:18:30,2017-09-02 04:26:30,2017-09-02 04:56:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_00_00_01_0426_0518_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,9193.146883751067,9.230283468872122,5.38187158203125,6.5324765625,1.15060498046875,679,833
2017-09-02,355,Klett_Method,far_range,2017-09-02 08:08:30,2017-09-02 09:08:00,2017-09-02 08:08:30,2017-09-02 08:38:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_06_00_01_0808_0908_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,9460.991335990015,11.03695713966641,3.708264404296875,5.202556640625,1.494292236328125,455,655
2017-09-02,355,Klett_Method,far_range,2017-09-02 08:08:30,2017-09-02 09:08:00,2017-09-02 08:38:00,2017-09-02 09:07:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_06_00_01_0808_0908_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,9460.991335990015,11.03695713966641,3.708264404296875,5.202556640625,1.494292236328125,455,655
2017-09-02,355,Klett_Method,far_range,2017-09-02 09:08:30,2017-09-02 10:08:00,2017-09-02 09:08:30,2017-09-02 09:38:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_06_00_01_0908_1008_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8855.085324762387,6.998040368398081,5.11289892578125,6.495119140625,1.3822202148437501,643,828
2017-09-02,355,Klett_Method,far_range,2017-09-02 09:08:30,2017-09-02 10:08:00,2017-09-02 09:38:00,2017-09-02 10:07:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_06_00_01_0908_1008_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8855.085324762387,6.998040368398081,5.11289892578125,6.495119140625,1.3822202148437501,643,828
2017-09-02,355,Klett_Method,far_range,2017-09-02 10:08:30,2017-09-02 11:30:00,2017-09-02 10:08:30,2017-09-02 10:38:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_06_00_01_1008_1130_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8316.831048736098,7.331392182679472,5.0979560546875,6.592248046875,1.4942919921875,641,841
2017-09-02,355,Klett_Method,far_range,2017-09-02 10:08:30,2017-09-02 11:30:00,2017-09-02 10:38:00,2017-09-02 11:07:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_06_00_01_1008_1130_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8316.831048736098,7.331392182679472,5.0979560546875,6.592248046875,1.4942919921875,641,841
2017-09-02,355,Klett_Method,far_range,2017-09-02 12:47:30,2017-09-02 14:24:30,2017-09-02 12:47:30,2017-09-02 13:17:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_12_00_01_1247_1424_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8159.825956617571,5.398763644402693,4.25368115234375,5.74797314453125,1.4942919921875,528,728
2017-09-02,355,Klett_Method,far_range,2017-09-02 12:47:30,2017-09-02 14:24:30,2017-09-02 13:17:00,2017-09-02 13:46:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_12_00_01_1247_1424_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8159.825956617571,5.398763644402693,4.25368115234375,5.74797314453125,1.4942919921875,528,728
2017-09-02,355,Klett_Method,far_range,2017-09-02 12:47:30,2017-09-02 14:24:30,2017-09-02 13:46:30,2017-09-02 14:16:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_12_00_01_1247_1424_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,8159.825956617571,5.398763644402693,4.25368115234375,5.74797314453125,1.4942919921875,528,728
2017-09-02,355,Klett_Method,far_range,2017-09-02 15:50:30,2017-09-02 16:38:00,2017-09-02 15:50:30,2017-09-02 16:20:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_12_00_01_1550_1638_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,6075.479165398751,5.798956895395366,8.7589716796875,9.94693359375,1.1879619140625,1131,1290
2017-09-02,355,Klett_Method,far_range,2017-09-02 16:39:00,2017-09-02 17:32:30,2017-09-02 16:39:00,2017-09-02 17:08:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_12_00_01_1639_1732_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,5819.395104490341,7.026273828270086,7.44399462890625,8.4302275390625,0.98623291015625,955,1087
2017-09-02,355,Klett_Method,far_range,2017-09-02 18:00:00,2017-09-02 19:20:30,2017-09-02 18:00:00,2017-09-02 18:29:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_18_00_01_1800_1920_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,6543.912111082478,4.455430301179494,8.5647138671875,10.059005859375,1.4942919921875,1105,1305
2017-09-02,355,Klett_Method,far_range,2017-09-02 18:00:00,2017-09-02 19:20:30,2017-09-02 18:29:30,2017-09-02 18:59:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_18_00_01_1800_1920_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,6543.912111082478,4.455430301179494,8.5647138671875,10.059005859375,1.4942919921875,1105,1305
2017-09-02,355,Klett_Method,far_range,2017-09-02 19:21:30,2017-09-02 20:53:30,2017-09-02 19:21:30,2017-09-02 19:51:00,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_18_00_01_1921_2053_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,5254.105952724086,5.511700898170357,5.5611865234375,7.055478515625,1.4942919921875,703,903
2017-09-02,355,Klett_Method,far_range,2017-09-02 19:21:30,2017-09-02 20:53:30,2017-09-02 19:51:00,2017-09-02 20:20:30,H:\data_haifa\DATA FROM TROPOS\data\level1a\PollyXT_TROPOS\2017\09\02\2017_09_02_Sat_TROPOS_18_00_01_1921_2053_profiles.nc,D:\data_haifa\DATA FROM TROPOS\lidar_dataset\2017\09\2017_09_02_Haifa_range_corr_355_lidar.nc,D:\data_haifa\DATA FROM TROPOS\molecular_dataset\2017\09\2017_09_02_Haifa_attbsc_355_molecular.nc,5254.105952724086,5.511700898170357,5.5611865234375,7.055478515625,1.4942919921875,703,903
